,level_0,index,file_id,api,rank,operation,segment,offset,size,start,end,duration
21,21,5,418707678782925176,POSIX,0,write,5,135552,0.032768,0.40400004386901855,0.4040999412536621,0.09989738464355469
22,22,6,418707678782925176,POSIX,0,write,6,168320,0.032768,0.40420007705688477,0.4042999744415283,0.09989738464355469
23,23,7,418707678782925176,POSIX,0,write,7,201088,0.032768,0.4047999382019043,0.40490007400512695,0.10013580322265625
24,24,8,418707678782925176,POSIX,0,write,8,235904,0.013824,0.40510010719299316,0.4052000045776367,0.09989738464355469
25,25,9,418707678782925176,POSIX,0,write,9,249728,0.013824,0.4052999019622803,0.40540003776550293,0.10013580322265625
26,26,10,418707678782925176,POSIX,0,write,10,263552,0.013824,0.4054999351501465,0.4054999351501465,0.0
27,27,11,418707678782925176,POSIX,0,write,11,277376,0.013824,0.40560007095336914,0.4056999683380127,0.09989738464355469
28,28,12,418707678782925176,POSIX,0,write,12,293248,0.013824,0.40580010414123535,0.4059000015258789,0.09989738464355469
29,29,13,418707678782925176,POSIX,0,write,13,307072,0.013824,0.40599989891052246,0.40599989891052246,0.0
30,30,14,418707678782925176,POSIX,0,write,14,320896,0.013824,0.40630006790161133,0.4063999652862549,0.09989738464355469
31,31,15,418707678782925176,POSIX,0,write,15,336768,0.110592,0.4065999984741211,0.40689992904663086,0.2999305725097656
32,32,16,418707678782925176,POSIX,0,write,16,447360,0.110592,0.4070000648498535,0.4072000980377197,0.20003318786621094
33,33,17,418707678782925176,POSIX,0,write,17,557952,0.110592,0.4072999954223633,0.40759992599487305,0.2999305725097656
34,34,18,418707678782925176,POSIX,0,write,18,668544,0.110592,0.4077000617980957,0.4079000949859619,0.20003318786621094
35,35,19,418707678782925176,POSIX,0,write,19,779136,0.110592,0.40799999237060547,0.4082000255584717,0.20003318786621094
36,36,20,418707678782925176,POSIX,0,write,20,889728,0.110592,0.4084000587463379,0.4086000919342041,0.20003318786621094
37,37,21,418707678782925176,POSIX,0,write,21,1000320,0.110592,0.4096999168395996,0.4098999500274658,0.20003318786621094
38,38,22,418707678782925176,POSIX,0,write,22,1112960,0.681472,0.41100001335144043,0.41210007667541504,1.1000633239746094
39,39,23,418707678782925176,POSIX,0,write,23,1794432,0.681472,0.41249990463256836,0.4133000373840332,0.8001327514648438
40,40,24,418707678782925176,POSIX,0,write,24,2475904,0.681472,0.41359996795654297,0.4144001007080078,0.8001327514648438
41,41,25,418707678782925176,POSIX,0,write,25,3157376,0.681472,0.4147000312805176,0.4154999256134033,0.7998943328857422
42,42,26,418707678782925176,POSIX,0,write,26,3840896,0.681472,0.4158000946044922,0.41659998893737793,0.7998943328857422
43,43,27,418707678782925176,POSIX,0,write,27,4522368,0.681472,0.4168999195098877,0.41790008544921875,1.0001659393310547
44,44,28,418707678782925176,POSIX,0,write,28,5203840,0.681472,0.4214000701904297,0.42219996452331543,0.7998943328857422
45,45,29,418707678782925176,POSIX,0,write,29,96,0.0014,0.42239999771118164,0.6814999580383301,259.09996032714844
46,46,30,418707678782925176,POSIX,0,write,30,1504,0.000928,0.6814999580383301,0.6814999580383301,0.0
47,47,31,418707678782925176,POSIX,0,write,31,35200,0.002016,0.6814999580383301,0.6816000938415527,0.10013580322265625
48,48,32,418707678782925176,POSIX,0,write,32,233856,0.00204,0.6816000938415527,0.6816999912261963,0.09989738464355469
49,49,35,418707678782925176,POSIX,0,write,35,334720,0.002016,0.6816999912261963,0.6817998886108398,0.09989738464355469
50,50,34,418707678782925176,POSIX,0,write,34,292680,0.000544,0.6816999912261963,0.6816999912261963,0.0
51,51,33,418707678782925176,POSIX,0,write,33,291200,0.001392,0.6816999912261963,0.6816999912261963,0.0
52,52,36,418707678782925176,POSIX,0,write,36,1110912,0.00196,0.6817998886108398,0.6817998886108398,0.0
53,53,38,418707678782925176,POSIX,0,write,38,0,9.6e-05,0.6819000244140625,0.6819000244140625,0.0
54,54,37,418707678782925176,POSIX,0,write,37,3838848,0.002032,0.6819000244140625,0.6819000244140625,0.0
55,55,39,418707678782925176,POSIX,0,write,39,0,9.6e-05,0.681999921798706,0.681999921798706,0.0
56,56,42,418707678782925176,POSIX,0,close,0,0,0.0,0.6821000576019287,0.6839001178741455,1.8000602722167969
57,57,98,13921824653314321648,POSIX,0,open,0,0,0.0,6.322099924087524,6.322700023651123,0.6000995635986328
58,58,57,13921824653314321648,POSIX,0,write,0,0,9.6e-05,6.32450008392334,6.32610011100769,1.600027084350586
59,59,97,13921824653314321648,POSIX,0,stat,0,0,0.0,6.32450008392334,6.32450008392334,0.0
60,60,112,4038320303294014677,POSIX,0,open,0,0,0.0,6.334500074386597,6.335200071334839,0.6999969482421875
61,61,111,4038320303294014677,POSIX,0,stat,0,0,0.0,6.336999893188477,6.337100028991699,0.10013580322265625
62,62,100,4038320303294014677,POSIX,0,write,0,0,9.6e-05,6.337100028991699,6.338599920272827,1.4998912811279297
63,63,108,4038320303294014677,POSIX,0,read,0,4096,0.0,6.33899998664856,6.339099884033203,0.09989738464355469
64,64,101,4038320303294014677,POSIX,0,write,1,4096,0.023232,6.339200019836426,6.339299917221069,0.09989738464355469
65,65,109,4038320303294014677,POSIX,0,read,1,27328,0.0,6.339699983596802,6.339699983596802,0.0
66,66,102,4038320303294014677,POSIX,0,write,2,27328,0.023232,6.339900016784668,6.3399999141693115,0.09989738464355469
67,67,110,4038320303294014677,POSIX,0,read,2,50560,0.0,6.3403000831604,6.3403000831604,0.0
68,68,103,4038320303294014677,POSIX,0,write,3,50560,0.023232,6.340500116348267,6.340500116348267,0.0
69,69,104,4038320303294014677,POSIX,0,write,4,96,0.000696,6.34060001373291,6.34060001373291,0.0
70,70,105,4038320303294014677,POSIX,0,write,5,800,0.003072,6.340699911117554,6.340699911117554,0.0
71,71,106,4038320303294014677,POSIX,0,write,6,0,9.6e-05,6.340699911117554,6.340699911117554,0.0
72,72,107,4038320303294014677,POSIX,0,write,7,0,9.6e-05,6.340800046920776,6.340800046920776,0.0
73,73,113,4038320303294014677,POSIX,0,close,0,0,0.0,6.340800046920776,6.342200040817261,1.399993896484375
74,74,58,13921824653314321648,POSIX,0,write,1,2432,0.032768,6.346100091934204,6.346299886703491,0.19979476928710938
75,75,59,13921824653314321648,POSIX,0,write,2,37248,0.032768,6.346400022506714,6.346499919891357,0.09989738464355469
76,76,60,13921824653314321648,POSIX,0,write,3,70016,0.032768,6.34660005569458,6.346699953079224,0.09989738464355469
77,77,61,13921824653314321648,POSIX,0,write,4,102784,0.032768,6.346800088882446,6.34689998626709,0.09989738464355469
78,78,62,13921824653314321648,POSIX,0,write,5,135552,0.032768,6.346999883651733,6.347100019454956,0.10013580322265625
79,79,63,13921824653314321648,POSIX,0,write,6,168320,0.032768,6.3471999168396,6.347300052642822,0.10013580322265625
80,80,64,13921824653314321648,POSIX,0,write,7,201088,0.032768,6.347700119018555,6.347800016403198,0.09989738464355469
81,81,65,13921824653314321648,POSIX,0,write,8,235904,0.032768,6.348099946975708,6.348200082778931,0.10013580322265625
82,82,66,13921824653314321648,POSIX,0,write,9,268672,0.032768,6.348299980163574,6.348400115966797,0.10013580322265625
83,83,67,13921824653314321648,POSIX,0,write,10,301440,0.032768,6.34850001335144,6.348599910736084,0.09989738464355469
84,84,68,13921824653314321648,POSIX,0,write,11,334208,0.032768,6.348700046539307,6.34879994392395,0.09989738464355469
85,85,69,13921824653314321648,POSIX,0,write,12,369024,0.032768,6.348900079727173,6.348999977111816,0.09989738464355469
86,86,70,13921824653314321648,POSIX,0,write,13,401792,0.032768,6.349100112915039,6.349200010299683,0.09989738464355469
87,87,71,13921824653314321648,POSIX,0,write,14,434560,0.032768,6.349600076675415,6.349699974060059,0.09989738464355469
88,88,72,13921824653314321648,POSIX,0,write,15,469376,0.110592,6.349999904632568,6.350199937820435,0.20003318786621094
89,89,73,13921824653314321648,POSIX,0,write,16,579968,0.110592,6.350399971008301,6.350600004196167,0.20003318786621094
90,90,74,13921824653314321648,POSIX,0,write,17,690560,0.110592,6.3506999015808105,6.350899934768677,0.20003318786621094
91,91,75,13921824653314321648,POSIX,0,write,18,801152,0.110592,6.351000070571899,6.351200103759766,0.20003318786621094
92,92,76,13921824653314321648,POSIX,0,write,19,911744,0.110592,6.351399898529053,6.351599931716919,0.20003318786621094
93,93,77,13921824653314321648,POSIX,0,write,20,1022336,0.110592,6.351700067520142,6.351900100708008,0.20003318786621094
94,94,78,13921824653314321648,POSIX,0,write,21,1132928,0.110592,6.352799892425537,6.352999925613403,0.20003318786621094
95,95,79,13921824653314321648,POSIX,0,write,22,1245568,0.512,6.353499889373779,6.354300022125244,0.8001327514648438
96,96,80,13921824653314321648,POSIX,0,write,23,1757568,0.512,6.354599952697754,6.355400085449219,0.8001327514648438
97,97,81,13921824653314321648,POSIX,0,write,24,2269568,0.512,6.3557000160217285,6.356300115585327,0.6000995635986328
98,98,82,13921824653314321648,POSIX,0,write,25,2781568,0.512,6.356499910354614,6.357100009918213,0.6000995635986328
99,99,83,13921824653314321648,POSIX,0,write,26,3295616,0.512,6.357399940490723,6.358000040054321,0.6000995635986328
100,100,84,13921824653314321648,POSIX,0,write,27,3807616,0.512,6.358299970626831,6.35890007019043,0.6000995635986328
101,101,85,13921824653314321648,POSIX,0,write,28,4319616,0.512,6.361000061035156,6.361599922180176,0.5998611450195312
102,102,86,13921824653314321648,POSIX,0,write,29,96,0.0014,6.361799955368042,6.614300012588501,252.50005722045898
103,103,88,13921824653314321648,POSIX,0,write,31,35200,0.002016,6.6143999099731445,6.614500045776367,0.10013580322265625
104,104,87,13921824653314321648,POSIX,0,write,30,1504,0.000928,6.6143999099731445,6.6143999099731445,0.0
105,105,90,13921824653314321648,POSIX,0,write,33,366976,0.001392,6.614500045776367,6.614599943161011,0.09989738464355469
106,106,89,13921824653314321648,POSIX,0,write,32,233856,0.00204,6.614500045776367,6.614500045776367,0.0
107,107,92,13921824653314321648,POSIX,0,write,35,467328,0.002016,6.614599943161011,6.614700078964233,0.10013580322265625
108,108,91,13921824653314321648,POSIX,0,write,34,368456,0.000544,6.614599943161011,6.614599943161011,0.0
109,109,94,13921824653314321648,POSIX,0,write,37,3293568,0.002032,6.614700078964233,6.614799976348877,0.09989738464355469
110,110,93,13921824653314321648,POSIX,0,write,36,1243520,0.00196,6.614700078964233,6.614700078964233,0.0
111,111,95,13921824653314321648,POSIX,0,write,38,0,9.6e-05,6.614799976348877,6.614799976348877,0.0
112,112,96,13921824653314321648,POSIX,0,write,39,0,9.6e-05,6.6149001121521,6.6149001121521,0.0
113,113,99,13921824653314321648,POSIX,0,close,0,0,0.0,6.615000009536743,6.616699934005737,1.6999244689941406
114,114,155,10947382715019550066,POSIX,0,open,0,0,0.0,11.99370002746582,11.99429988861084,0.5998611450195312
115,115,154,10947382715019550066,POSIX,0,stat,0,0,0.0,11.996400117874146,11.996400117874146,0.0
116,116,114,10947382715019550066,POSIX,0,write,0,0,9.6e-05,11.996500015258789,11.99810004234314,1.600027084350586
117,117,169,11192705693094009896,POSIX,0,open,0,0,0.0,12.207900047302246,12.208600044250488,0.6999969482421875
118,118,157,11192705693094009896,POSIX,0,write,0,0,9.6e-05,12.210299968719482,12.212399959564209,2.0999908447265625
119,119,168,11192705693094009896,POSIX,0,stat,0,0,0.0,12.210299968719482,12.210299968719482,0.0
120,120,165,11192705693094009896,POSIX,0,read,0,4096,0.0,12.212899923324585,12.212899923324585,0.0
121,121,158,11192705693094009896,POSIX,0,write,1,4096,0.023232,12.213099956512451,12.213200092315674,0.10013580322265625
122,122,166,11192705693094009896,POSIX,0,read,1,27328,0.0,12.213599920272827,12.213599920272827,0.0
123,123,159,11192705693094009896,POSIX,0,write,2,27328,0.023232,12.213799953460693,12.213799953460693,0.0
124,124,167,11192705693094009896,POSIX,0,read,2,50560,0.0,12.214099884033203,12.214200019836426,0.10013580322265625
125,125,160,11192705693094009896,POSIX,0,write,3,50560,0.023232,12.21429991722107,12.214400053024292,0.10013580322265625
126,126,161,11192705693094009896,POSIX,0,write,4,96,0.000696,12.214499950408936,12.214499950408936,0.0
127,127,163,11192705693094009896,POSIX,0,write,6,0,9.6e-05,12.214600086212158,12.214600086212158,0.0
128,128,162,11192705693094009896,POSIX,0,write,5,800,0.003072,12.214600086212158,12.214600086212158,0.0
129,130,170,11192705693094009896,POSIX,0,close,0,0,0.0,12.214699983596802,12.216099977493286,1.399993896484375
130,129,164,11192705693094009896,POSIX,0,write,7,0,9.6e-05,12.214699983596802,12.214699983596802,0.0
131,131,115,10947382715019550066,POSIX,0,write,1,2432,0.032768,12.22000002861023,12.220200061798096,0.20003318786621094
132,132,116,10947382715019550066,POSIX,0,write,2,37248,0.032768,12.22029995918274,12.220400094985962,0.10013580322265625
133,133,117,10947382715019550066,POSIX,0,write,3,70016,0.032768,12.220499992370605,12.220599889755249,0.09989738464355469
134,134,118,10947382715019550066,POSIX,0,write,4,102784,0.032768,12.220700025558472,12.220799922943115,0.09989738464355469
135,135,119,10947382715019550066,POSIX,0,write,5,135552,0.032768,12.220900058746338,12.220999956130981,0.09989738464355469
136,136,120,10947382715019550066,POSIX,0,write,6,168320,0.032768,12.221199989318848,12.221299886703491,0.09989738464355469
137,137,121,10947382715019550066,POSIX,0,write,7,201088,0.032768,12.221699953079224,12.221800088882446,0.10013580322265625
138,138,122,10947382715019550066,POSIX,0,write,8,235904,0.032768,12.221999883651733,12.222100019454956,0.10013580322265625
139,139,123,10947382715019550066,POSIX,0,write,9,268672,0.032768,12.222300052642822,12.222399950027466,0.09989738464355469
140,140,124,10947382715019550066,POSIX,0,write,10,301440,0.032768,12.222500085830688,12.222599983215332,0.09989738464355469
141,141,125,10947382715019550066,POSIX,0,write,11,334208,0.032768,12.222700119018555,12.222800016403198,0.09989738464355469
142,142,126,10947382715019550066,POSIX,0,write,12,369024,0.032768,12.222899913787842,12.223000049591064,0.10013580322265625
143,143,127,10947382715019550066,POSIX,0,write,13,401792,0.032768,12.223099946975708,12.22320008277893,0.10013580322265625
144,144,128,10947382715019550066,POSIX,0,write,14,434560,0.032768,12.223599910736084,12.223700046539307,0.10013580322265625
145,145,129,10947382715019550066,POSIX,0,write,15,469376,0.110592,12.223999977111816,12.224200010299683,0.20003318786621094
146,146,130,10947382715019550066,POSIX,0,write,16,579968,0.110592,12.224299907684326,12.224600076675415,0.3001689910888672
147,147,131,10947382715019550066,POSIX,0,write,17,690560,0.110592,12.224699974060059,12.224900007247925,0.20003318786621094
148,148,132,10947382715019550066,POSIX,0,write,18,801152,0.110592,12.224999904632568,12.225300073623657,0.3001689910888672
149,149,133,10947382715019550066,POSIX,0,write,19,911744,0.110592,12.2253999710083,12.22819995880127,2.79998779296875
150,150,134,10947382715019550066,POSIX,0,write,20,1022336,0.110592,12.228399991989136,12.228600025177002,0.20003318786621094
151,151,135,10947382715019550066,POSIX,0,write,21,1132928,0.110592,12.229300022125244,12.22950005531311,0.20003318786621094
152,152,136,10947382715019550066,POSIX,0,write,22,1245568,0.512,12.229899883270264,12.230499982833862,0.6000995635986328
153,153,137,10947382715019550066,POSIX,0,write,23,1757568,0.512,12.230799913406372,12.231499910354614,0.6999969482421875
154,154,138,10947382715019550066,POSIX,0,write,24,2269568,0.512,12.231800079345703,12.232500076293945,0.6999969482421875
155,155,139,10947382715019550066,POSIX,0,write,25,2781568,0.512,12.232700109481812,12.233400106430054,0.6999969482421875
156,156,140,10947382715019550066,POSIX,0,write,26,3295616,0.512,12.233700037002563,12.234400033950806,0.6999969482421875
157,157,141,10947382715019550066,POSIX,0,write,27,3807616,0.512,12.234699964523315,12.235399961471558,0.6999969482421875
158,158,142,10947382715019550066,POSIX,0,write,28,4319616,0.512,12.23769998550415,12.238399982452393,0.6999969482421875
159,159,143,10947382715019550066,POSIX,0,write,29,96,0.0014,12.238600015640259,12.509000062942505,270.4000473022461
160,160,144,10947382715019550066,POSIX,0,write,30,1504,0.000928,12.509099960327148,12.509099960327148,0.0
161,161,145,10947382715019550066,POSIX,0,write,31,35200,0.002016,12.509200096130371,12.509200096130371,0.0
162,162,146,10947382715019550066,POSIX,0,write,32,233856,0.00204,12.509299993515015,12.509299993515015,0.0
163,163,147,10947382715019550066,POSIX,0,write,33,366976,0.001392,12.509299993515015,12.509399890899658,0.09989738464355469
164,164,148,10947382715019550066,POSIX,0,write,34,368456,0.000544,12.509399890899658,12.509399890899658,0.0
165,165,149,10947382715019550066,POSIX,0,write,35,467328,0.002016,12.509399890899658,12.50950002670288,0.10013580322265625
166,167,150,10947382715019550066,POSIX,0,write,36,1243520,0.00196,12.50950002670288,12.50950002670288,0.0
167,166,151,10947382715019550066,POSIX,0,write,37,3293568,0.002032,12.50950002670288,12.509599924087524,0.09989738464355469
168,168,152,10947382715019550066,POSIX,0,write,38,0,9.6e-05,12.509599924087524,12.509599924087524,0.0
169,169,153,10947382715019550066,POSIX,0,write,39,0,9.6e-05,12.509700059890747,12.509700059890747,0.0
170,170,156,10947382715019550066,POSIX,0,close,0,0,0.0,12.50979995727539,12.511699914932251,1.8999576568603516
171,171,212,13529234925354641907,POSIX,0,open,0,0,0.0,17.898200035095215,17.898799896240234,0.5998611450195312
172,172,211,13529234925354641907,POSIX,0,stat,0,0,0.0,17.900700092315674,17.900799989700317,0.09989738464355469
173,173,171,13529234925354641907,POSIX,0,write,0,0,9.6e-05,17.900799989700317,17.902600049972534,1.8000602722167969
174,174,226,7461167020775170949,POSIX,0,open,0,0,0.0,17.910799980163574,17.911400079727173,0.6000995635986328
175,175,225,7461167020775170949,POSIX,0,stat,0,0,0.0,17.913399934768677,17.9135000705719,0.10013580322265625
176,176,214,7461167020775170949,POSIX,0,write,0,0,9.6e-05,17.9135000705719,17.915299892425537,1.7998218536376953
177,177,222,7461167020775170949,POSIX,0,read,0,4096,0.0,17.915800094604492,17.915800094604492,0.0
178,178,215,7461167020775170949,POSIX,0,write,1,4096,0.023232,17.91599988937378,17.916100025177002,0.10013580322265625
179,179,223,7461167020775170949,POSIX,0,read,1,27328,0.0,17.916500091552734,17.916500091552734,0.0
180,180,216,7461167020775170949,POSIX,0,write,2,27328,0.023232,17.916599988937378,17.91669988632202,0.09989738464355469
181,181,224,7461167020775170949,POSIX,0,read,2,50560,0.0,17.91700005531311,17.917099952697754,0.09989738464355469
182,182,217,7461167020775170949,POSIX,0,write,3,50560,0.023232,17.917200088500977,17.91729998588562,0.09989738464355469
183,183,218,7461167020775170949,POSIX,0,write,4,96,0.000696,17.917399883270264,17.917399883270264,0.0
184,184,219,7461167020775170949,POSIX,0,write,5,800,0.003072,17.917399883270264,17.917399883270264,0.0
185,186,221,7461167020775170949,POSIX,0,write,7,0,9.6e-05,17.917500019073486,17.917500019073486,0.0
186,185,220,7461167020775170949,POSIX,0,write,6,0,9.6e-05,17.917500019073486,17.917500019073486,0.0
187,187,227,7461167020775170949,POSIX,0,close,0,0,0.0,17.91759991645813,17.918999910354614,1.399993896484375
188,188,172,13529234925354641907,POSIX,0,write,1,2432,0.032768,17.92330002784729,17.923399925231934,0.09989738464355469
189,189,173,13529234925354641907,POSIX,0,write,2,37248,0.032768,17.923500061035156,17.9235999584198,0.09989738464355469
190,190,174,13529234925354641907,POSIX,0,write,3,70016,0.032768,17.923700094223022,17.923799991607666,0.09989738464355469
191,191,175,13529234925354641907,POSIX,0,write,4,102784,0.032768,17.92389988899231,17.924000024795532,0.10013580322265625
192,192,176,13529234925354641907,POSIX,0,write,5,135552,0.032768,17.924099922180176,17.9242000579834,0.10013580322265625
193,193,177,13529234925354641907,POSIX,0,write,6,168320,0.032768,17.924400091171265,17.924400091171265,0.0
194,194,178,13529234925354641907,POSIX,0,write,7,201088,0.032768,17.92490005493164,17.924999952316284,0.09989738464355469
195,195,179,13529234925354641907,POSIX,0,write,8,235904,0.032768,17.92519998550415,17.925299882888794,0.09989738464355469
196,196,180,13529234925354641907,POSIX,0,write,9,268672,0.032768,17.925400018692017,17.92549991607666,0.09989738464355469
197,197,181,13529234925354641907,POSIX,0,write,10,301440,0.032768,17.925600051879883,17.925699949264526,0.09989738464355469
198,198,182,13529234925354641907,POSIX,0,write,11,334208,0.032768,17.92580008506775,17.925899982452393,0.09989738464355469
199,199,183,13529234925354641907,POSIX,0,write,12,369024,0.032768,17.926000118255615,17.92610001564026,0.09989738464355469
200,200,184,13529234925354641907,POSIX,0,write,13,401792,0.032768,17.926300048828125,17.926300048828125,0.0
201,201,185,13529234925354641907,POSIX,0,write,14,434560,0.032768,17.926700115203857,17.9268000125885,0.09989738464355469
202,202,186,13529234925354641907,POSIX,0,write,15,469376,0.110592,17.92709994316101,17.927299976348877,0.20003318786621094
203,203,187,13529234925354641907,POSIX,0,write,16,579968,0.110592,17.927500009536743,17.92770004272461,0.20003318786621094
204,204,188,13529234925354641907,POSIX,0,write,17,690560,0.110592,17.927799940109253,17.92799997329712,0.20003318786621094
205,205,189,13529234925354641907,POSIX,0,write,18,801152,0.110592,17.928200006484985,17.92840003967285,0.20003318786621094
206,206,190,13529234925354641907,POSIX,0,write,19,911744,0.110592,17.928499937057495,17.92869997024536,0.20003318786621094
207,207,191,13529234925354641907,POSIX,0,write,20,1022336,0.110592,17.928800106048584,17.929100036621094,0.2999305725097656
208,208,192,13529234925354641907,POSIX,0,write,21,1132928,0.110592,17.92989993095398,17.930099964141846,0.20003318786621094
209,209,193,13529234925354641907,POSIX,0,write,22,1245568,0.512,17.93059992790222,17.931299924850464,0.6999969482421875
210,210,194,13529234925354641907,POSIX,0,write,23,1757568,0.512,17.931600093841553,17.932300090789795,0.6999969482421875
211,211,195,13529234925354641907,POSIX,0,write,24,2269568,0.512,17.932600021362305,17.93339991569519,0.7998943328857422
212,212,196,13529234925354641907,POSIX,0,write,25,2781568,0.512,17.93370008468628,17.93440008163452,0.6999969482421875
213,213,197,13529234925354641907,POSIX,0,write,26,3295616,0.512,17.93470001220703,17.935499906539917,0.7998943328857422
214,214,198,13529234925354641907,POSIX,0,write,27,3807616,0.512,17.935699939727783,17.936500072479248,0.8001327514648438
215,215,199,13529234925354641907,POSIX,0,write,28,4319616,0.512,17.93910002708435,17.939800024032593,0.6999969482421875
216,216,200,13529234925354641907,POSIX,0,write,29,96,0.0014,17.94000005722046,18.442800045013428,502.79998779296875
217,217,202,13529234925354641907,POSIX,0,write,31,35200,0.002016,18.44289994239807,18.443000078201294,0.10013580322265625
218,218,201,13529234925354641907,POSIX,0,write,30,1504,0.000928,18.44289994239807,18.44289994239807,0.0
219,219,203,13529234925354641907,POSIX,0,write,32,233856,0.00204,18.443000078201294,18.443099975585938,0.09989738464355469
220,221,204,13529234925354641907,POSIX,0,write,33,366976,0.001392,18.443099975585938,18.443099975585938,0.0
221,220,205,13529234925354641907,POSIX,0,write,34,368456,0.000544,18.443099975585938,18.44320011138916,0.10013580322265625
222,222,206,13529234925354641907,POSIX,0,write,35,467328,0.002016,18.44320011138916,18.443300008773804,0.09989738464355469
223,224,207,13529234925354641907,POSIX,0,write,36,1243520,0.00196,18.443300008773804,18.443300008773804,0.0
224,223,208,13529234925354641907,POSIX,0,write,37,3293568,0.002032,18.443300008773804,18.443399906158447,0.09989738464355469
225,225,209,13529234925354641907,POSIX,0,write,38,0,9.6e-05,18.443399906158447,18.443399906158447,0.0
226,226,210,13529234925354641907,POSIX,0,write,39,0,9.6e-05,18.44350004196167,18.44350004196167,0.0
227,227,213,13529234925354641907,POSIX,0,close,0,0,0.0,18.443599939346313,18.445300102233887,1.7001628875732422
228,228,269,4704067523732321131,POSIX,0,open,0,0,0.0,23.824100017547607,23.82540011405945,1.3000965118408203
229,229,268,4704067523732321131,POSIX,0,stat,0,0,0.0,23.82730007171631,23.827399969100952,0.09989738464355469
230,230,228,4704067523732321131,POSIX,0,write,0,0,9.6e-05,23.827399969100952,23.829400062561035,2.000093460083008
231,231,283,17874645784836977857,POSIX,0,open,0,0,0.0,23.83769989013672,23.838299989700317,0.6000995635986328
232,232,282,17874645784836977857,POSIX,0,stat,0,0,0.0,23.840100049972534,23.840199947357178,0.09989738464355469
233,233,271,17874645784836977857,POSIX,0,write,0,0,9.6e-05,23.840199947357178,23.842099905014038,1.8999576568603516
234,234,279,17874645784836977857,POSIX,0,read,0,4096,0.0,23.84249997138977,23.842600107192993,0.10013580322265625
235,235,272,17874645784836977857,POSIX,0,write,1,4096,0.023232,23.84279990196228,23.842900037765503,0.10013580322265625
236,236,280,17874645784836977857,POSIX,0,read,1,27328,0.0,23.843199968338013,23.843300104141235,0.10013580322265625
237,237,273,17874645784836977857,POSIX,0,write,2,27328,0.023232,23.84340000152588,23.843499898910522,0.09989738464355469
238,238,281,17874645784836977857,POSIX,0,read,2,50560,0.0,23.84380006790161,23.84380006790161,0.0
239,239,274,17874645784836977857,POSIX,0,write,3,50560,0.023232,23.844000101089478,23.84409999847412,0.09989738464355469
240,240,275,17874645784836977857,POSIX,0,write,4,96,0.000696,23.84409999847412,23.84409999847412,0.0
241,242,276,17874645784836977857,POSIX,0,write,5,800,0.003072,23.844199895858765,23.844199895858765,0.0
242,241,277,17874645784836977857,POSIX,0,write,6,0,9.6e-05,23.844199895858765,23.844199895858765,0.0
243,243,278,17874645784836977857,POSIX,0,write,7,0,9.6e-05,23.844300031661987,23.844300031661987,0.0
244,244,284,17874645784836977857,POSIX,0,close,0,0,0.0,23.844300031661987,23.84559988975525,1.2998580932617188
